sample,condition_j,det_x,g_xy,det_transform_error,g_transform_error,sl_error,observer_det_error,observer_norm,observer_norm_transformed,norm_transform_error,norm_identity_error,projector_error,projector_trace_error,weighted_ray_error,euclidean_error,euclidean_min_eigenvalue
571,3.372262689159528,-2.2410733212252985,1.8797937911731437,9.318970919649306e-17,9.620334017046879e-17,2.482534153247273e-16,1.1102289380211607e-16,5.938326421443495,5.938326421443493,2.9913425321076433e-16,1.4956712660538217e-16,2.6929582565761934e-17,0.0,2.0288985334993188e-16,1.4402904383251036e-16,0.29653680397277526
572,6.101134339309176,-5.356027933880092,-4.20564988466617,3.023321831921547e-16,9.462559356057121e-17,3.5544479789666735e-16,2.775557561562892e-16,12.11506563491037,12.115065634910367,1.4662378999264847e-16,5.864951599705939e-16,1.2302168428321009e-16,0.0,1.8290513056235344e-16,1.6234634253826292e-15,0.16390394709997796
573,15.134130878847643,-4.034975139256662,1.1051411443756902,3.902679048140836e-16,1.2397322596361675e-16,4.652682298944613e-16,2.220446049250313e-16,0.7569061318586429,0.756906131858643,1.1102230246251565e-16,1.1102230246251565e-16,1.2216809976159306e-16,1.1102230246251565e-16,1.239395542683789e-16,1.7540128234723783e-15,0.06607581287655666
574,4.515838639370219,-1.7346071501752212,-2.2149862973194763,2.7614350827473965e-16,2.250086392313028e-16,3.3766115072321297e-16,2.240314142579524e-16,11.843031690960794,11.843031690960792,1.499917323328668e-16,2.999834646657336e-16,1.3124398879095183e-16,1.1102230246251565e-16,2.0181506495277294e-16,8.65204959980813e-16,0.22144281048524372
575,45.919981106458536,-1.00235320510958,-0.9606757239690451,6.448945481413428e-17,1.3871691293141694e-16,0.0,1.3323948059860902e-15,2.5407769591262324,2.5407769591262377,2.0974176812566054e-15,1.3982784541710703e-15,1.230715210785657e-16,0.0,3.5059635085218517e-16,1.0138734164166698e-14,0.02177701244435544
576,48.47584507188946,-0.2548906852672017,-3.899933193588692,2.2777507390064042e-17,0.0,1.1102230246251565e-16,1.3329127163066279e-15,3.200867407132722,3.2008674071327095,3.884727573561177e-15,1.3874027048432773e-15,7.979737805355798e-17,0.0,7.192911824622734e-17,5.716594944519374e-15,0.020628830678803337
577,3.4115858604122162,-4.8244746957996405,-1.2945528942541897,2.4251661019464986e-16,8.954419037121383e-17,2.618455766672135e-16,4.440922606494226e-16,2.522991458216604,2.5229914582166053,5.280507887616518e-16,5.280507887616518e-16,1.0059897199883609e-16,0.0,1.4454826123424652e-16,4.336851403441455e-16,0.29311881362973363
578,5.6530519155807175,-0.786561876635409,1.9697510150452882,1.8593411640022593e-16,0.0,2.2887833992611187e-16,4.47545209131181e-16,0.44591644497882565,0.44591644497882554,1.1102230246251565e-16,0.0,5.776984486626154e-17,0.0,6.361010974984352e-17,0.0,0.1768955981535998
579,18.308205249786543,-1.3615960297010574,-3.816182776990349,7.300221722276022e-17,1.5270546090611914e-16,2.0014830212433605e-16,4.443181642968945e-16,10.48767105724477,10.487671057244697,6.944404531557047e-15,6.775028811275169e-16,1.0016516713456354e-16,2.220446049250313e-16,1.8391981510745298e-16,1.6690946535310036e-15,0.054620318395856814
580,1.8643359910156208,-1.2802433358172511,0.3625032790276142,8.78135717934658e-17,2.974015519457296e-17,2.237726045655905e-16,2.2206127202000335e-16,0.8301688357809791,0.8301688357809793,2.220446049250313e-16,2.220446049250313e-16,9.110719421231133e-17,2.220446049250313e-16,2.84497560803148e-16,3.1594619318580637e-16,0.5363840020356192
581,37.6222115095866,-8.3170763267046,4.060643184332603,1.0867921663715273e-16,1.3184755550754394e-16,1.1443916996305594e-16,1.3843349877925345e-15,26.12892999651451,26.12892999651443,3.1272774898670405e-15,1.0877486921276663e-15,1.6885677798080543e-16,0.0,1.791829826601847e-16,1.5934734205700412e-15,0.026580043008511328
582,2.5758324019601186,-7.022259200302495,-0.06537502127544,4.458713724810167e-16,5.5061991894555364e-18,4.440892098500626e-16,2.2360216836626263e-16,13.728111986876154,13.728111986876147,5.175822694623756e-16,3.881867020967817e-16,2.1149368378582135e-17,0.0,3.761605660300974e-16,9.575903355220587e-16,0.38822401614291124
