sample,condition_j,det_x,g_xy,det_transform_error,g_transform_error,sl_error,observer_det_error,observer_norm,observer_norm_transformed,norm_transform_error,norm_identity_error,projector_error,projector_trace_error,weighted_ray_error,euclidean_error,euclidean_min_eigenvalue
268,8.96558693634379,-4.996630358980531,-2.7046219552649413,3.398832670446762e-16,0.0,2.220446049250313e-16,1.1102230246251565e-16,3.430087693128957,3.4300876931289563,1.2946876277817855e-16,1.165218865003607e-15,1.419702012919879e-17,0.0,2.3448288289435476e-16,1.01915846570648e-15,0.11153759448210666
269,3.2206026898835396,-0.9356370542665305,-0.6677718124753309,2.1258929825314266e-16,6.32208023844687e-17,2.2887833992611187e-16,3.3325664589002884e-16,2.8767231286042767,2.876723128604277,1.5437328863328081e-16,0.0,6.239809880275391e-17,0.0,1.392610604465312e-16,0.0,0.3105008895202031
270,4.869422308950264,-2.783962287459537,0.1517042366266388,1.3959936477678523e-16,4.161604894163316e-17,5.551115123125783e-17,1.2412670766236366e-16,2.0631639009879548,2.0631639009879548,0.0,4.3049338895219e-16,6.150612285496094e-17,1.1102230246251565e-16,7.357169824265369e-17,8.941813212245942e-16,0.20536316970535665
271,22.112327131349275,5.4051479075365165,-0.5787713689471923,2.579953768922315e-16,2.9185880078245174e-17,2.237726045655905e-16,1.2133912558078553e-16,0.5219438320478842,0.521943832047883,1.2212453270876722e-15,6.661338147750939e-16,1.1195190448928085e-16,0.0,8.796047838814577e-17,3.836859245914968e-16,0.04522364353874067
272,42.74431283391203,-2.2933128447141535,-0.6660348107357829,0.0,5.75985706990531e-17,1.570092458683775e-16,5.900916318210351e-16,13.659470995698294,13.65947099569835,4.031419814043293e-15,6.502290022650471e-16,4.564269213616952e-17,0.0,1.7496762309539257e-16,2.0445136018810583e-14,0.023394925165509044
273,10.5226844119658,-7.4179680108135555,-1.298522430750778,6.561437883455596e-17,4.376365496978329e-17,4.577566798522237e-16,2.220505133416055e-16,4.098745697182316,4.0987456971823155,2.166951758706825e-16,4.33390351741365e-16,1.292229718203121e-16,0.0,8.119064802934539e-17,8.487636105166845e-16,0.09503278449202995
274,53.57401524439995,-2.4602696783514237,1.1141340428370903,1.1342877755231654e-16,8.027884100333844e-17,2.775557561562892e-16,9.55049957678547e-16,5.51077972812992,5.510779728129927,1.2893687841180008e-15,6.446843920590004e-16,1.784457722477096e-16,0.0,1.992016600537743e-16,3.1279474693863197e-16,0.01866576539835745
275,6.303511498779652,-1.7750392335336822,-0.794600273635238,1.4345074885904792e-16,8.33942712938662e-17,1.1102230246251565e-16,1.975349555649182e-16,6.780491497385319,6.780491497385321,2.619805422785717e-16,1.3099027113928585e-16,1.4171819770979203e-16,0.0,1.1063556791268712e-16,1.0930220977537903e-15,0.1586417348796142
276,2.1310879659229074,-1.5963745717967066,-1.173100011598281,8.583246125170075e-17,2.634702056541027e-17,0.0,6.674210186154569e-16,8.540190518886412,8.540190518886408,4.1599934696348586e-16,1.0399983674087146e-15,1.253408095818458e-16,2.220446049250313e-16,1.1576881579993506e-16,9.799900132661784e-16,0.4692438866862689
277,5.358399668228035,-0.1973731135058324,-3.6994966924771857,4.1291956775327926e-18,1.5663365019915573e-16,2.220446049250313e-16,4.440892098500626e-16,2.4408507432372057,2.4408507432372057,0.0,9.097016912658173e-16,1.431192041530776e-16,0.0,1.1246100761964503e-16,6.265561325719862e-16,0.18662288405424127
278,17.675935490978823,-2.0333501736192674,-0.3706786564106326,1.336962183693699e-16,1.1248399793848703e-16,3.5108334685767007e-16,4.442551972871225e-16,2.3136805263122637,2.3136805263122655,7.6776236788039e-16,9.597029598504874e-16,1.0191116852127361e-16,0.0,1.996721277601137e-16,1.4174001275937396e-15,0.056574091963073406
279,3.6916041638786252,-1.7404226534882032,1.6305250647298792,1.741318646118009e-17,7.056475353710032e-17,1.3877787807814457e-16,2.4323018931230928e-17,7.7294670510076395,7.729467051007642,3.447243181860796e-16,0.0,3.2319842933082725e-17,0.0,1.835957641164716e-16,1.0615280488913198e-15,0.2708849474666698
280,5.031936580531903,-1.4643172051747833,0.32225395538417556,6.70793281640382e-17,2.1300470179763547e-17,1.2412670766236366e-16,3.8627640427957945e-17,5.504668857808235,5.504668857808236,1.61350018074251e-16,4.840500542227529e-16,1.4154606125577054e-16,1.1102230246251565e-16,1.232742440768623e-16,1.184072756990126e-15,0.19873064455321376
281,26.216448157449943,-14.839458676106068,-0.32740786038639924,4.922301417133232e-17,2.398940117556352e-16,2.265790592267349e-16,1.1102230246251565e-16,2.8185965304283753,2.8185965304283784,1.1028979974221369e-15,0.0,1.470943534517635e-16,0.0,1.5111795975344544e-16,1.287850011399456e-16,0.038143992427740026
282,75.01216445765495,-2.1632241363632385,-1.8817283569950347,7.305030084874445e-17,3.937468883471486e-17,1.1102230246251565e-16,8.053388413554399e-16,1.3240942576108554,1.324094257610846,7.043209615362701e-15,3.018518406584015e-15,7.254407685074392e-17,0.0,2.1274692954064656e-16,1.2857457538195504e-14,0.0133311711137636
283,2.960517533655953,0.026522668018605988,0.8636093530750009,7.820473273691075e-17,5.788550596364694e-17,2.482534153247273e-16,2.3508874683539966e-17,5.478799386868181,5.478799386868181,0.0,3.2422374209537553e-16,6.559027103444091e-17,0.0,3.2149594930031226e-16,3.2224667771085864e-16,0.337778779767975
284,3.2100344884019214,2.5485919079126433,-3.0086655482545726,1.3011484177492917e-16,2.0501584483621607e-16,2.237726045655905e-16,4.7539182046780826e-17,11.639655316246856,11.639655316246856,0.0,1.526124950556549e-16,1.7777397847966859e-16,2.220446049250313e-16,1.3172421455094355e-16,6.250982681721028e-16,0.31152313273052723
285,2.124178916833512,-6.284620777519914,-2.7542395309096404,1.0412834118224326e-16,9.354055690445431e-17,2.220446049250313e-16,2.938389259628952e-17,5.814879121997702,5.814879121997702,0.0,0.0,3.569398534153183e-17,0.0,4.264402332627806e-17,0.0,0.4707701371458338
286,8.942300782742599,-3.944854908422085,-3.9920797519307083,1.9386387540844056e-17,6.883690064825312e-17,3.3306690738754696e-16,2.6595532423426388e-17,10.761448122380715,10.761448122380706,8.253335513953458e-16,1.6506671027906917e-16,1.2783191473829133e-16,0.0,2.577859660503977e-16,1.5694192429735287e-15,0.11182804339682736
287,4.9844418228972005,-0.223516482298738,0.9747710802266627,7.559454541524433e-17,0.0,1.1188630228279524e-16,4.44089215545397e-16,3.3101851867412333,3.3101851867412324,2.6831683715390776e-16,4.0247525573086163e-16,6.202570058248761e-17,0.0,3.283061162947802e-16,1.1955470950891608e-15,0.20062426958346036
288,48.96404025044011,-2.2716542221869007,-0.27247308934853587,1.7916760864744229e-16,4.211037148486093e-17,1.1857187100668868e-16,4.47545209131181e-16,6.026267028318249,6.0262670283182524,5.895380443823375e-16,4.421535332867531e-16,1.162332093505055e-16,0.0,2.0488468840821638e-16,3.1513785150999374e-15,0.02042315125314413
289,13.064540468250097,-1.8396970111122097,-1.0583417256741565,6.222863954536564e-17,2.3746809537069823e-17,2.482534153247273e-16,4.45779000047108e-16,1.213382677098735,1.213382677098735,0.0,7.319854127337708e-16,2.4986026306299586e-16,2.220446049250313e-16,3.006909709520696e-17,4.167604901821598e-16,0.07654306727666402
290,29.578092245048893,1.9346471470737163,1.26629696865061,1.471832630892686e-16,9.331367782583309e-17,1.2412670766236366e-16,1.267065586953256e-15,19.18649716773684,19.186497167736835,1.8516739390943055e-16,1.1110043634565833e-15,1.0058683208579432e-16,0.0,2.2947947014164977e-16,3.251727291116246e-15,0.03380880658952019
291,3.3011506094582974,-2.959063259647216,-1.3947748237184616,2.996016178001691e-16,1.743545591050162e-16,3.3306690738754696e-16,1.229326221307148e-16,1.8267822675510508,1.8267822675510503,2.430991463724903e-16,2.430991463724903e-16,1.5103231160444091e-16,1.1102230246251565e-16,2.0541457828009516e-16,1.0109898850888604e-15,0.3029246824228031
292,1.885508713404695,-0.25991168916123614,-1.5666157769999594,6.393050711334608e-17,2.4205852931039525e-16,6.938893903907228e-18,1.1751045876452072e-17,4.866265175590174,4.866265175590174,0.0,0.0,3.658476273094006e-17,0.0,2.240240208953029e-16,2.9455864620038686e-16,0.5303608479190124
293,39.388732494913505,-2.398980310523121,-1.9686254676431578,5.488555778609532e-17,1.5736979384840068e-16,2.220446049250313e-16,1.510066572755813e-15,7.216056785191213,7.216056785191219,7.385017436582631e-16,1.4770034873165262e-15,2.5639663952128906e-17,0.0,1.2125896964171255e-16,1.3495612264984279e-14,0.025387971042968086
294,44.36057603992197,-0.9099808755645334,1.140509890794179,2.6346842902766425e-16,1.1427786674371357e-16,3.3766115072321297e-16,6.667118051786499e-16,4.525563258602626,4.525563258602632,1.1775485643849396e-15,9.81290470320783e-16,1.4256213696691549e-16,2.220446049250313e-16,3.5650458197313253e-17,7.611843015165511e-15,0.022542538651882747
295,27.71537306843838,-1.1644443747013216,0.9855321383127773,2.301158985457208e-17,7.812369655189015e-17,1.1443916996305594e-16,5.260891720537265e-17,1.7993176249672982,1.7993176249672966,8.638342741201505e-16,2.4680979260575726e-16,1.4722151733336248e-16,0.0,9.507249829169278e-17,2.2765840169472322e-15,0.036081058607097524
296,2.4820477571994495,-4.711786426803468,5.314279162930331,5.5223515273866704e-17,1.0508405106541311e-16,2.0014830212433605e-16,2.238482103281377e-16,10.626259148458184,10.626259148458184,0.0,5.015001463590291e-16,8.438393553279413e-17,0.0,7.368879232233531e-17,7.27646798587274e-16,0.40289313414675115
297,18.7788515557756,-4.835961467523483,-1.5046718647409296,2.4951814399135466e-16,1.65437835955194e-16,4.577566798522237e-16,4.900468037711416e-17,0.46278360355382886,0.4627836035538292,3.3306690738754696e-16,0.0,1.7354567594305865e-16,0.0,3.818895371063325e-17,4.707612814720292e-15,0.05325139277180657
298,44.87607059420946,-3.764399786294705,1.9559591738599338,6.311998799758527e-17,1.726333107209691e-17,1.6653345369377348e-16,2.0014830212433605e-16,11.363127870986768,11.363127870986773,4.689791911791606e-16,3.126527941194404e-16,6.056428232569603e-17,0.0,1.4309269309799047e-16,2.5872529120809917e-15,0.02228359093741702
299,26.36792603145981,-4.055245091773631,1.4253157239975014,2.1276171385344998e-16,3.7644189253388375e-17,1.2412670766236366e-16,2.381741504848178e-16,2.7625495729960132,2.7625495729960168,1.2860271227450035e-15,6.430135613725017e-16,5.737519630714704e-17,0.0,1.2595675641343245e-16,1.9673097348097895e-15,0.03792486366985136
300,9.997075593041831,0.7905198916084355,-1.9298302416686708,6.07145601901103e-17,1.2375248832431368e-16,4.47545209131181e-16,3.1401849173675503e-16,1.1638739452118534,1.1638739452118534,0.0,7.63122521432899e-16,1.6910267784619263e-16,0.0,2.1716014809316915e-16,5.902121865232529e-16,0.10002925262424102
301,16.669312817614962,-4.749542578954391,-3.270523607563037,1.4782671984123615e-16,1.1202870530073668e-16,2.220446049250313e-16,1.224773133071624e-16,8.090931121541619,8.090931121541617,2.1954912391613457e-16,0.0,1.6662459711900424e-16,2.220446049250313e-16,1.430294967829281e-16,2.6967501084339437e-15,0.05999047536880653
302,6.4529490939142935,-4.372847148206773,1.7240393430725185,2.0412613651454633e-16,6.99416138212296e-17,3.356589068483857e-16,5.551115123125783e-17,2.581619404599308,2.581619404599308,0.0,1.7201962809037278e-16,2.4525935871743733e-16,0.0,5.70510293357898e-16,1.0203331315869124e-15,0.15496790466595955
303,2.3058115516626745,-1.1802209774883057,0.7061545305158173,1.7992432799531036e-16,4.350095908373284e-17,2.775557561562892e-16,6.71373638763395e-18,8.747817338109616,8.747817338109616,0.0,0.0,2.658965192923395e-16,0.0,2.493640011265186e-16,1.0930233578655013e-15,0.43368678558268137
304,3.972123374845571,1.4105386668379405,-1.4536480951536759,2.1140338804973885e-16,1.3819067522467576e-16,3.3306690738754696e-16,1.7902941109331666e-17,8.840950033450353,8.840950033450353,0.0,2.0092375057875908e-16,1.5965313011041683e-16,1.1102230246251565e-16,2.0394613348983466e-16,1.173684362801229e-15,0.2517545165723545
305,36.112151182294575,2.137551889900642,0.9947535561626619,4.10262090398872e-17,5.78839407114718e-17,2.482534153247273e-16,1.4432899320127031e-15,10.548288642329808,10.548288642329789,1.8524261039833432e-15,1.010414238536369e-15,1.1769920719380725e-16,0.0,1.850765179284725e-16,2.9447739819427625e-15,0.0276915101222297
306,9.410324056327747,-2.391719759266231,1.1785704022600716,2.378218699186399e-16,7.806605551809767e-17,2.2887833992611187e-16,0.0,6.291033434582115,6.291033434582112,4.2354492100666587e-16,0.0,3.7938148950805776e-17,0.0,2.0665903917167393e-16,5.827970462719498e-16,0.1062662660726943
307,4.283231740102825,-1.1548966277677897,-2.685689225500168,1.434334474039711e-16,1.323497207670683e-16,0.0,1.1102230246251565e-16,8.077674663946178,8.077674663946178,0.0,0.0,2.6634796162387327e-17,0.0,3.723633659043383e-17,7.541040705837203e-16,0.23346857248867758
308,9.170818799628277,-1.4735477716100307,-1.5666097479120393,2.231730734256925e-16,1.4947777616602353e-16,2.220446049250313e-16,8.95090418262362e-16,4.764766568539192,4.7647665685391924,1.8640544230741358e-16,5.592163269222408e-16,1.2020122596698684e-16,2.220446049250313e-16,2.0937029065376654e-16,2.2100144286794088e-15,0.10904151764949656
309,9.148843076314694,-0.8702110831839576,0.8075723925747309,1.2490285444216404e-17,0.0,1.2412670766236366e-16,2.232582200043404e-16,8.17243023892453,8.172430238924527,4.3471936436719324e-16,4.3471936436719324e-16,2.2914600108593128e-17,0.0,1.395100368649132e-16,1.0244292515113369e-15,0.10930343778536278
310,31.05729588648144,-2.711507615095016,0.7951296607165453,1.5143949812973752e-16,4.345792764680206e-17,2.2887833992611187e-16,1.559367466568086e-15,3.435844703298046,3.4358447032980446,3.8775548506932006e-16,1.8095255969901604e-15,1.3232910588085955e-16,0.0,7.098701460623439e-17,4.660695232993134e-15,0.03219855339805269
311,5.557664123907052,-6.823950459252198,0.6522249715083417,9.22426489728583e-19,3.1881345787145494e-17,2.237726045655905e-16,1.1154525220286132e-16,22.794221740416702,22.794221740416702,0.0,1.5586027543555666e-16,6.002837621465789e-17,0.0,1.584602661870189e-16,6.415030484860583e-16,0.1799317083049987
312,8.488692362711427,-0.5977704352049015,-1.1297087765802805,2.7665358055084582e-17,0.0,0.0,5.236911533344271e-16,4.274879144096066,4.274879144096063,6.233007224965183e-16,2.0776690749883942e-16,1.3739232354036687e-16,0.0,1.901058817029964e-16,9.992007221626409e-16,0.11780377439436229
313,7.395649682138762,-7.3323863101922235,-3.505309482783356,8.138298872707016e-17,5.3517994937313096e-17,2.7755575615628914e-17,4.2165968545150907e-17,7.204825464001852,7.204825464001845,8.62928459400537e-16,0.0,8.061526856793401e-17,0.0,2.791871238375637e-16,5.8599041581494e-16,0.1352146252161048
314,2.8127938227230196,-1.121999649535515,-0.643171258891881,1.9165750390257916e-16,1.242014170438185e-16,2.2887833992611187e-16,2.3506751922059736e-17,6.0447463724592065,6.044746372459208,2.9386788625137446e-16,2.9386788625137446e-16,4.374524115357322e-17,0.0,1.9426789580155603e-16,5.278542901796376e-16,0.3555184144396035
315,9.166303865703997,-0.9126867756039881,-1.8156661207990574,1.9746606874590755e-17,9.59942884851924e-17,2.2887833992611187e-16,2.220446049250313e-16,4.38095394015043,4.38095394015043,0.0,2.027363062551686e-16,1.2082414762549128e-17,0.0,2.879820000291671e-16,4.3044063449407514e-16,0.10909522689309224
316,2.4266849070477297,-0.6188618425925919,1.293627415656565,1.8918801784458118e-16,1.0871541363064054e-16,2.482534153247273e-16,1.3121815939924751e-17,5.057577202183894,5.057577202183895,1.7561341808417757e-16,1.7561341808417757e-16,9.12975700329557e-17,0.0,1.9639896788009558e-16,5.551115123125783e-16,0.41208481459448526
317,3.0934359928179425,-3.0262704145191934,-0.5354775868803191,6.5777966591435435e-16,1.120590991547676e-16,4.440892098500626e-16,4.448360112523625e-16,0.38267123528761804,0.382671235287618,5.551115123125783e-17,1.1102230246251565e-16,4.751220373507903e-17,0.0,1.1897495242491418e-16,1.639933296018553e-16,0.32326513376119925
318,7.1808347791759015,-4.410672037428364,-2.7974977026300363,1.4441869109130498e-17,5.975530166262341e-17,0.0,4.474185935081515e-16,0.40830906102881165,0.4083090610288116,5.551115123125783e-17,6.106226635438361e-16,8.430275626289307e-17,0.0,2.0621105012528816e-16,3.1827439933817207e-16,0.1392595750705686
319,2.5470286222811236,-2.0443605807792453,0.08631322125127827,1.0272288933158374e-16,5.5470106378283036e-17,4.577566798522237e-16,2.2204798860918956e-16,3.8786154077533594,3.87861540775336,1.1449684053807642e-16,1.1449684053807642e-16,1.1535523903037217e-16,0.0,1.534400921919465e-16,3.642265287361871e-16,0.39261435511643394
320,7.0625116004798585,-1.1089551476071635,0.41377026082021245,9.77676369736557e-17,9.196131720514773e-17,2.220446049250313e-16,4.442465327391708e-16,4.415350513111727,4.4153505131117265,2.0115694485921565e-16,4.023138897184313e-16,7.917571001723096e-17,0.0,8.846854820349114e-17,4.946668359487925e-16,0.14159268778150386
321,4.1773490982397625,-5.19874341038931,-0.5254798863868533,1.0104650645652312e-16,2.1434483663082415e-16,1.6653345369377348e-16,4.448378843885087e-16,7.310151251522759,7.310151251522758,2.429986437052478e-16,4.859972874104956e-16,9.135326202354841e-17,0.0,1.5532666013535232e-16,0.0,0.23938626542401675
322,5.59956271299731,-2.43459858918617,0.6490267322929997,3.856635278124409e-17,0.0,1.1102230246251565e-16,4.44117343766233e-16,4.043543806743376,4.043543806743375,2.1965346788599627e-16,0.0,9.605852915416844e-17,0.0,1.7967529041323426e-16,1.7007315893792434e-16,0.1785853737612186
323,3.705242075859118,-0.3354023206151838,-0.11812531636714184,1.1375962504026584e-16,3.301410517882832e-17,2.2887833992611187e-16,7.890329354658267e-17,10.12217205393246,10.122172053932461,1.7549166620914496e-16,5.264749986274349e-16,2.5154258570467265e-16,0.0,1.7812109460829257e-16,3.3306690738754696e-16,0.26988789923209966
