grid,case,pattern,amplitude,time,local_chi,upstream_a,delta_chi,predicted_delta_chi,total_energy,charge
fine,4,single,-0.004,29.6,0.0009396194312122732,-1.822377632977064e-05,-4.604664396090294e-10,-4.578519664137484e-10,2616.403016635777,2845.6303907160104
fine,5,counter,0.004,29.6,0.0009396194386836773,1.2029123016245996e-05,-4.529950354712972e-10,-4.503906169890383e-10,2616.4085155293146,2845.630390716009
fine,6,counter,-0.004,29.6,0.0009396194386836773,-1.2029123016245996e-05,-4.529950354712972e-10,-4.503906169890383e-10,2616.4085155293146,2845.630390716009
fine,0,single,0,29.7,0.0009529286034073537,0.0,0.0,-0.0,2616.336054515401,2845.630390715798
fine,1,single,0.002,29.7,0.0009529285159459392,-9.890889112605682e-06,-8.746141452135175e-11,-8.728999067233749e-11,2616.3527950454472,2845.6303907157994
fine,2,single,0.004,29.7,0.0009529282515047745,-1.9792744055471532e-05,-3.51902579233572e-10,-3.4915996268934997e-10,2616.403016635588,2845.6303907158003
fine,3,single,0.008,29.7,0.0009529271628734744,-3.967322453132998e-05,-1.4405338793566438e-09,-1.3966398507573999e-09,2616.603902996144,2845.6303907158
fine,4,single,-0.004,29.7,0.0009529282515047745,1.9792744055471532e-05,-3.51902579233572e-10,-3.4915996268934997e-10,2616.403016635588,2845.6303907158003
fine,5,counter,0.004,29.7,0.000952928255714385,-2.5839993184766526e-05,-3.476929687088251e-10,-3.449611268427653e-10,2616.4085155291255,2845.6303907158
fine,6,counter,-0.004,29.7,0.000952928255714385,2.5839993184766526e-05,-3.476929687088251e-10,-3.449611268427653e-10,2616.4085155291255,2845.6303907158
fine,0,single,0,29.8,0.0009646141203834838,0.0,0.0,-0.0,2616.3360545152123,2845.630390715589
fine,1,single,0.002,29.8,0.0009646140642689502,-3.755568921645832e-05,-5.6114533592693805e-11,-5.593507116942111e-11,2616.3527950452585,2845.630390715589
fine,2,single,0.004,29.8,0.0009646138937714513,-7.51231592347969e-05,-2.2661203252435924e-10,-2.2374028467768444e-10,2616.4030166353987,2845.6303907155902
fine,3,single,0.008,29.8,0.0009646131794618023,-0.00015034057676536683,-9.409216814981053e-10,-8.949611387107378e-10,2616.6039029959543,2845.630390715589
fine,4,single,-0.004,29.8,0.0009646138937714513,7.51231592347969e-05,-2.2661203252435924e-10,-2.2374028467768444e-10,2616.4030166353987,2845.6303907155902
fine,5,counter,0.004,29.8,0.0009646138940480341,-8.102062232352689e-05,-2.2633544973123254e-10,-2.2347522222333391e-10,2616.4085155289363,2845.630390715589
fine,6,counter,-0.004,29.8,0.0009646138940480341,8.102062232352689e-05,-2.2633544973123254e-10,-2.2347522222333391e-10,2616.4085155289363,2845.630390715589
fine,0,single,0,29.900000000000002,0.0009746565377609726,0.0,0.0,-0.0,2616.3360545150226,2845.6303907153792
fine,1,single,0.002,29.900000000000002,0.0009746565157353084,-7.587235239670847e-05,-2.2025664278557677e-11,-2.1838004208994685e-11,2616.352795045069,2845.630390715378
fine,2,single,0.004,29.900000000000002,0.0009746564474064997,-0.00015175707097224734,-9.035447292703863e-11,-8.735201683597874e-11,2616.4030166352095,2845.6303907153797
fine,3,single,0.008,29.900000000000002,0.0009746561403016163,-0.0003036130855665562,-3.9745935633429125e-10,-3.4940806734391496e-10,2616.603902995764,2845.630390715378
fine,4,single,-0.004,29.900000000000002,0.0009746564474064997,0.00015175707097224734,-9.035447292703863e-11,-8.735201683597874e-11,2616.4030166352095,2845.6303907153797
fine,5,counter,0.004,29.900000000000002,0.0009746564431874268,-0.00015750259941433388,-9.457354582624589e-11,-9.158316957400095e-11,2616.4085155287466,2845.630390715379
fine,6,counter,-0.004,29.900000000000002,0.0009746564431874268,0.00015750259941433388,-9.457354582624589e-11,-9.158316957400095e-11,2616.4085155287466,2845.630390715379
fine,0,single,0,30.0,0.0009830387495101843,0.0,0.0,0.0,2616.336054514834,2845.6303907151687
fine,1,single,0.002,30.0,0.0009830387627471526,-0.00012662026207811884,1.3236968379043423e-11,1.3432834669800581e-11,2616.35279504488,2845.6303907151687
fine,2,single,0.004,30.0,0.0009830388001066594,-0.0002532531078055853,5.05964751432858e-11,5.3731338679202326e-11,2616.4030166350203,2845.63039071517
fine,3,single,0.008,30.0,0.000983038914267328,-0.000506606901368169,1.6475714369190708e-10,2.149253547168093e-10,2616.6039029955737,2845.6303907151673
fine,4,single,-0.004,30.0,0.0009830388001066594,0.0002532531078055853,5.05964751432858e-11,5.3731338679202326e-11,2616.4030166350203,2845.63039071517
fine,5,counter,0.004,30.0,0.0009830387909644954,-0.0002588457942362596,4.1454311120944776e-11,4.4576397900519774e-11,2616.408515528558,2845.6303907151687
fine,6,counter,-0.004,30.0,0.0009830387909644954,0.0002588457942362596,4.1454311120944776e-11,4.4576397900519774e-11,2616.408515528558,2845.6303907151687
fine,0,single,0,30.1,0.000989746477556834,0.0,0.0,0.0,2616.3360545146443,2845.6303907149586
fine,1,single,0.002,30.1,0.0009897465256133778,-0.00019124555809096866,4.805654377042223e-11,4.8260869013277355e-11,2616.3527950446905,2845.6303907149586
fine,2,single,0.004,30.1,0.0009897466673315695,-0.0003825033929787677,1.897747354227819e-10,1.9304347605310942e-10,2616.4030166348307,2845.63039071496
fine,3,single,0.008,30.1,0.0009897471974222754,-0.0007651050190776732,7.198654413450439e-10,7.721739042124377e-10,2616.603902995383,2845.6303907149563
fine,4,single,-0.004,30.1,0.0009897466673315695,0.0003825033929787677,1.897747354227819e-10,1.9304347605310942e-10,2616.4030166348307,2845.63039071496
fine,5,counter,0.004,30.1,0.0009897466529930567,-0.00038794212354623147,1.754362226238232e-10,1.7869169578983228e-10,2616.4085155283683,2845.6303907149586
fine,6,counter,-0.004,30.1,0.0009897466529930567,0.00038794212354623147,1.754362226238232e-10,1.7869169578983228e-10,2616.4085155283683,2845.6303907149586
fine,0,single,0,30.2,0.0009947682961029044,0.0,0.0,0.0,2616.3360545144556,2845.630390714749
fine,1,single,0.002,30.2,0.0009947683769553667,-0.0002708114085203475,8.085246231206988e-11,8.106516970976847e-11,2616.352795044502,2845.6303907147485
fine,2,single,0.004,30.2,0.0009947686169600387,-0.0005416340955849226,3.208571342644406e-10,3.242606788390739e-10,2616.4030166346415,2845.6303907147494
fine,3,single,0.008,30.2,0.0009947695386815561,-0.0010833584398979173,1.2425786517344245e-09,1.2970427153562955e-09,2616.603902995192,2845.6303907147467
fine,4,single,-0.004,30.2,0.0009947686169600387,0.0005416340955849226,3.208571342644406e-10,3.242606788390739e-10,2616.4030166346415,2845.6303907147494
fine,5,counter,0.004,30.2,0.0009947685973210156,-0.0005469190077838082,3.012181112177492e-10,3.046078720615415e-10,2616.4085155281787,2845.6303907147485
fine,6,counter,-0.004,30.2,0.0009947685973210156,0.0005469190077838082,3.012181112177492e-10,3.046078720615415e-10,2616.4085155281787,2845.6303907147485
fine,0,single,0,30.3,0.000998095651089916,0.0,0.0,0.0,2616.3360545142664,2845.6303907145393
fine,1,single,0.002,30.3,0.0009980957612489053,-0.0003659666627360537,1.1015898935227975e-10,1.1038010204216211e-10,2616.352795044312,2845.6303907145384
fine,2,single,0.004,30.3,0.0009980960890717736,-0.000731942746214841,4.379818575959288e-10,4.4152040816864845e-10,2616.4030166344514,2845.6303907145398
fine,3,single,0.008,30.3,0.0009980973605492947,-0.0014639608793226232,1.7094593787389534e-09,1.7660816326745938e-09,2616.6039029950016,2845.6303907145357
fine,4,single,-0.004,30.3,0.0009980960890717736,0.000731942746214841,4.379818575959288e-10,4.4152040816864845e-10,2616.4030166344514,2845.6303907145398
fine,5,counter,0.004,30.3,0.0009980960642020948,-0.0007370739745667816,4.131121787969566e-10,4.166364775836299e-10,2616.408515527988,2845.630390714538
fine,6,counter,-0.004,30.3,0.0009980960642020948,0.0007370739745667816,4.131121787969566e-10,4.166364775836299e-10,2616.408515527988,2845.630390714538
fine,0,single,0,30.400000000000002,0.0009997228747696367,0.0,0.0,0.0,2616.336054514078,2845.6303907143283
fine,1,single,0.002,30.400000000000002,0.0009997230094694145,-0.00047687843899564845,1.3469977780747322e-10,1.3492932831595362e-10,2616.3527950441235,2845.6303907143283
fine,2,single,0.004,30.400000000000002,0.0009997234108143284,-0.0009537634252614233,5.360446917075656e-10,5.397173132638145e-10,2616.403016634262,2845.6303907143288
fine,3,single,0.008,30.400000000000002,0.0009997249748729948,-0.0019075792485338497,2.1001033581428963e-09,2.158869253055258e-09,2616.603902994811,2845.6303907143256
fine,4,single,-0.004,30.400000000000002,0.0009997234108143284,0.0009537634252614233,5.360446917075656e-10,5.397173132638145e-10,2616.403016634262,2845.6303907143288
fine,5,counter,0.004,30.400000000000002,0.000999723380955864,-0.000958741696348381,5.061862272653234e-10,5.098442704038606e-10,2616.4085155277994,2845.630390714327
fine,6,counter,-0.004,30.400000000000002,0.000999723380955864,0.000958741696348381,5.061862272653234e-10,5.098442704038606e-10,2616.4085155277994,2845.630390714327
fine,0,single,0,30.5,0.000999647195358845,0.0,0.0,0.0,2616.336054513889,2845.6303907141187
fine,1,single,0.002,30.5,0.000999647348808123,-0.0006031294722580007,1.5344927802377062e-10,1.5368704348134735e-10,2616.352795043934,2845.630390714118
fine,2,single,0.004,30.5,0.0009996478063025347,-0.00120626147547743,6.109436897355769e-10,6.147481739253894e-10,2616.403016634072,2845.6303907141187
fine,3,single,0.008,30.5,0.000999649593477628,-0.002412543214984855,2.398118782980657e-09,2.4589926957015576e-09,2616.60390299462,2845.6303907141146
fine,4,single,-0.004,30.5,0.0009996478063025347,0.00120626147547743,6.109436897355769e-10,6.147481739253894e-10,2616.403016634072,2845.6303907141187
fine,5,counter,0.004,30.5,0.0009996477718604822,-0.0012110881533322346,5.765016372269449e-10,5.802911628803149e-10,2616.4085155276093,2845.6303907141173
fine,6,counter,-0.004,30.5,0.0009996477718604822,0.0012110881533322346,5.765016372269449e-10,5.802911628803149e-10,2616.4085155276093,2845.6303907141173
fine,0,single,0,30.6,0.000997868741760972,0.0,0.0,0.0,2616.3360545136998,2845.630390713908
fine,1,single,0.002,30.6,0.000997868907441161,-0.0007436447493473815,1.6568018896927217e-10,1.6592600641325692e-10,2616.3527950437456,2845.630390713908
fine,2,single,0.004,30.6,0.0009978694015323204,-0.0014872867906473616,6.597713484487316e-10,6.637040256530277e-10,2616.403016633883,2845.630390713909
fine,3,single,0.008,30.6,0.0009978713336547633,-0.002974551926539666,2.591893791389563e-09,2.6548161026121108e-09,2616.6039029944286,2845.630390713905
fine,4,single,-0.004,30.6,0.0009978694015323204,0.0014872867906473616,6.597713484487316e-10,6.637040256530277e-10,2616.403016633883,2845.630390713909
fine,5,counter,0.004,30.6,0.0009978693630573604,-0.0014919631471445414,6.21296388468584e-10,6.252138451782557e-10,2616.40851552742,2845.630390713907
fine,6,counter,-0.004,30.6,0.0009978693630573604,0.0014919631471445414,6.21296388468584e-10,6.252138451782557e-10,2616.40851552742,2845.630390713907
fine,0,single,0,30.7,0.0009943905433465001,0.0,0.0,0.0,2616.3360545135106,2845.630390713698
fine,1,single,0.002,30.7,0.0009943907143405279,-0.0008967040215702803,1.709940277479921e-10,1.7124748194334054e-10,2616.3527950435564,2845.630390713698
fine,2,single,0.004,30.7,0.0009943912242809678,-0.0017933988565215272,6.809344676658724e-10,6.849899277733622e-10,2616.4030166336934,2845.6303907136985
fine,3,single,0.008,30.7,0.000994393218421019,-0.0035867242190148686,2.675074518886447e-09,2.7399597110934487e-09,2616.6039029942385,2845.6303907136953
fine,4,single,-0.004,30.7,0.0009943912242809678,0.0017933988565215272,6.809344676658724e-10,6.849899277733622e-10,2616.4030166336934,2845.6303907136985
fine,5,counter,0.004,30.7,0.0009943911824471805,-0.0017979270281276787,6.391006803635468e-10,6.431406837343547e-10,2616.4085155272305,2845.6303907136976
fine,6,counter,-0.004,30.7,0.0009943911824471805,0.0017979270281276787,6.391006803635468e-10,6.431406837343547e-10,2616.4085155272305,2845.6303907136976
fine,0,single,0,30.8,0.0009892185247932382,0.0,0.0,0.0,2616.3360545133214,2845.6303907134884
fine,1,single,0.002,30.8,0.0009892186941262192,-0.001060018442933393,1.6933298101380612e-10,1.6959372039657456e-10,2616.352795043367,2845.6303907134884
fine,2,single,0.004,30.8,0.0009892191989968437,-0.0021200200380359384,6.742036054874917e-10,6.783748815862983e-10,2616.403016633504,2845.6303907134884
fine,3,single,0.008,30.8,0.0009892211715568935,-0.004239905276981225,2.646763655250392e-09,2.713499526345193e-09,2616.6039029940475,2845.630390713486
fine,4,single,-0.004,30.8,0.0009892191989968437,0.0021200200380359384,6.742036054874917e-10,6.783748815862983e-10,2616.403016633504,2845.6303907134884
fine,5,counter,0.004,30.8,0.000989219154573985,-0.002124402100639217,6.297807468667177e-10,6.339364155203176e-10,2616.4085155270413,2845.6303907134875
fine,6,counter,-0.004,30.8,0.000989219154573985,0.002124402100639217,6.297807468667177e-10,6.339364155203176e-10,2616.4085155270413,2845.6303907134875
fine,0,single,0,30.900000000000002,0.0009823614959938495,0.0,0.0,0.0,2616.3360545131327,2845.630390713278
fine,1,single,0.002,30.900000000000002,0.0009823616569677352,-0.0012307992756374936,1.6097388569683013e-10,1.6124128128304661e-10,2616.352795043178,2845.630390713278
fine,2,single,0.004,30.900000000000002,0.0009823621366806823,-0.002461572997127117,6.406868327969023e-10,6.449651251321865e-10,2616.403016633315,2845.630390713278
fine,3,single,0.008,30.900000000000002,0.0009823640074064595,-0.004922941524114336,2.5114126099914924e-09,2.579860500528746e-09,2616.603902993857,2845.630390713276
fine,4,single,-0.004,30.900000000000002,0.0009823621366806823,0.002461572997127117,6.406868327969023e-10,6.449651251321865e-10,2616.403016633315,2845.630390713278
fine,5,counter,0.004,30.900000000000002,0.0009823620905026384,-0.002465811377599529,5.94508788986231e-10,5.987714412338818e-10,2616.4085155268517,2845.6303907132774
fine,6,counter,-0.004,30.900000000000002,0.0009823620905026384,0.002465811377599529,5.94508788986231e-10,5.987714412338818e-10,2616.4085155268517,2845.6303907132774
fine,0,single,0,31.0,0.0009738311370499954,0.0,0.0,0.0,2616.3360545129435,2845.630390713068
fine,1,single,0.002,31.0,0.0009738312835534774,-0.001405794913399187,1.4650348208883335e-10,1.4677693389128537e-10,2616.3527950429884,2845.630390713068
fine,2,single,0.004,31.0,0.0009738317197825322,-0.00281155474325613,5.827325368122985e-10,5.871077355651415e-10,2616.4030166331254,2845.6303907130687
fine,3,single,0.008,31.0,0.0009738334154841298,-0.005622828755398479,2.2784341343956224e-09,2.348430942260566e-09,2616.6039029936674,2845.6303907130664
fine,4,single,-0.004,31.0,0.0009738317197825322,0.00281155474325613,5.827325368122985e-10,5.871077355651415e-10,2616.4030166331254,2845.6303907130687
fine,5,counter,0.004,31.0,0.0009738316727152502,-0.002815652343436657,5.356652548827237e-10,5.400247457217155e-10,2616.408515526662,2845.6303907130678
fine,6,counter,-0.004,31.0,0.0009738316727152502,0.002815652343436657,5.356652548827237e-10,5.400247457217155e-10,2616.408515526662,2845.6303907130678
fine,0,single,0,31.1,0.0009636419783756953,0.0,0.0,0.0,2616.3360545127543,2845.630390712858
fine,1,single,0.002,31.1,0.000963642105154474,-0.0015813553100267497,1.2677877866441867e-10,1.2705753423720723e-10,2616.3527950427997,2845.6303907128586
fine,2,single,0.004,31.1,0.0009636424821453566,-0.0031626654889944468,5.03769661294555e-10,5.082301369488289e-10,2616.403016632936,2845.630390712859
fine,3,single,0.008,31.1,0.000963643939935505,-0.006324969835877916,1.961559809656073e-09,2.0329205477953157e-09,2616.6039029934777,2845.6303907128568
fine,4,single,-0.004,31.1,0.0009636424821453566,0.0031626654889944468,5.03769661294555e-10,5.082301369488289e-10,2616.403016632936,2845.630390712859
fine,5,counter,0.004,31.1,0.0009636424350534411,-0.003166624978507342,4.5667774574952025e-10,4.6112260035343965e-10,2616.408515526473,2845.630390712858
fine,6,counter,-0.004,31.1,0.0009636424350534411,0.003166624978507342,4.5667774574952025e-10,4.6112260035343965e-10,2616.408515526473,2845.630390712858
fine,0,single,0,31.2,0.0009518113759470582,0.0,0.0,0.0,2616.336054512566,2845.630390712649
fine,1,single,0.002,31.2,0.0009518114788204116,-0.0017535711623673886,1.028733533905632e-10,1.0315668746869085e-10,2616.3527950426105,2845.630390712648
fine,2,single,0.004,31.2,0.0009518117840407153,-0.003507087005249446,4.080936570659624e-10,4.126267498747634e-10,2616.403016632747,2845.6303907126494
fine,3,single,0.008,31.2,0.0009518129539321734,-0.0070137313258398365,1.5779851151882102e-09,1.6505069994990536e-09,2616.603902993288,2845.6303907126476
fine,4,single,-0.004,31.2,0.0009518117840407153,0.003507087005249446,4.080936570659624e-10,4.126267498747634e-10,2616.403016632747,2845.6303907126494
fine,5,counter,0.004,31.2,0.0009518117377563322,-0.003510911714839509,3.6180927394727225e-10,3.663267733385064e-10,2616.4085155262833,2845.630390712648
fine,6,counter,-0.004,31.2,0.0009518117377563322,0.003510911714839509,3.6180927394727225e-10,3.663267733385064e-10,2616.4085155262833,2845.630390712648
fine,0,single,0,31.3,0.0009383594817377428,0.0,0.0,0.0,2616.3360545123774,2845.6303907124384
fine,1,single,0.002,31.3,0.0009383595577525044,-0.0019184411189546809,7.601476154257825e-11,7.630178050879464e-11,2616.352795042421,2845.630390712438
fine,2,single,0.004,31.3,0.0009383597823526106,-0.003836817019695738,3.0061486774261154e-10,3.0520712203517855e-10,2616.4030166325574,2845.6303907124397
fine,3,single,0.008,31.3,0.0009383606290991914,-0.007673112126811077,1.147361448580221e-09,1.2208284881407142e-09,2616.603902993099,2845.630390712438
fine,4,single,-0.004,31.3,0.0009383597823526106,0.003836817019695738,3.0061486774261154e-10,3.0520712203517855e-10,2616.4030166325574,2845.6303907124397
fine,5,counter,0.004,31.3,0.0009383597376472318,-0.0038405100924204893,2.5590948891235366e-10,2.6048631687278744e-10,2616.408515526094,2845.630390712438
fine,6,counter,-0.004,31.3,0.0009383597376472318,0.0038405100924204893,2.5590948891235366e-10,2.6048631687278744e-10,2616.408515526094,2845.630390712438
fine,0,single,0,31.400000000000002,0.0009233092093923343,0.0,0.0,0.0,2616.3360545121877,2845.6303907122283
fine,1,single,0.002,31.400000000000002,0.00092330925690741,-0.0020719970254004065,4.7515075749827995e-11,4.780492018113095e-11,2616.352795042232,2845.630390712228
fine,2,single,0.004,31.400000000000002,0.000923309395974785,-0.004143919685394832,1.8658245066159596e-10,1.912196807245238e-10,2616.4030166323682,2845.6303907122287
fine,3,single,0.008,31.400000000000002,0.0009233099000828311,-0.008287244241476022,6.906904967667743e-10,7.648787228980952e-10,2616.6039029929098,2845.6303907122283
fine,4,single,-0.004,31.400000000000002,0.000923309395974785,0.004143919685394832,1.8658245066159596e-10,1.912196807245238e-10,2616.4030166323682,2845.6303907122287
fine,5,counter,0.004,31.400000000000002,0.0009233093535352403,-0.0041474844901151905,1.4414290605297558e-10,1.4876488403606025e-10,2616.408515525905,2845.630390712228
fine,6,counter,-0.004,31.400000000000002,0.0009233093535352403,0.0041474844901151905,1.4414290605297558e-10,1.4876488403606025e-10,2616.408515525905,2845.630390712228
fine,0,single,0,31.5,0.0009066861951955407,0.0,0.0,0.0,2616.336054511999,2845.6303907120177
fine,1,single,0.002,31.5,0.0009066862138961564,-0.0022104052648126244,1.8700615708744373e-11,1.8992369547610042e-11,2616.3527950420435,2845.6303907120177
fine,2,single,0.004,31.5,0.0009066862664968881,-0.004420728237898164,7.130134742176775e-11,7.596947819044017e-11,2616.4030166321795,2845.630390712019
fine,3,single,0.008,31.5,0.000906686424390609,-0.008840797897951202,2.2919506830615388e-10,3.038779127617607e-10,2616.6039029927206,2845.6303907120187
