grid,case,pattern,amplitude,time,local_chi,upstream_a,delta_chi,predicted_delta_chi,total_energy,charge
fine,6,counter,-0.004,27.1,0.00018876324844961087,-6.753784182709938e-05,5.716255709877979e-10,5.696052299052927e-10,2616.4085155340504,2845.630390721261
fine,0,single,0,27.2,0.00022911906336496265,0.0,0.0,0.0,2616.3360545201267,2845.63039072105
fine,1,single,0.002,27.2,0.00022911921550614308,3.7288683061331685e-05,1.521411804319365e-10,1.5202861023285832e-10,2616.3527950501743,2845.630390721051
fine,2,single,0.004,27.2,0.0002291196732807498,7.457624610040725e-05,6.099157871461425e-10,6.081144409314333e-10,2616.403016640318,2845.630390721052
fine,3,single,0.008,27.2,0.00022912152463741366,0.000149143531879596,2.4612724510125316e-09,2.432457763725733e-09,2616.6039030008897,2845.630390721053
fine,4,single,-0.004,27.2,0.0002291196732807498,-7.457624610040725e-05,6.099157871461425e-10,6.081144409314333e-10,2616.403016640318,2845.630390721052
fine,5,counter,0.004,27.2,0.00022911966747165467,6.750130380796348e-05,6.041066920249756e-10,6.02314756086698e-10,2616.4085155338607,2845.630390721051
fine,6,counter,-0.004,27.2,0.00022911966747165467,-6.750130380796348e-05,6.041066920249756e-10,6.02314756086698e-10,2616.4085155338607,2845.630390721051
fine,0,single,0,27.3,0.00026908517450584664,0.0,0.0,0.0,2616.3360545199384,2845.6303907208408
fine,1,single,0.002,27.3,0.00026908533437368013,3.734053152946859e-05,1.598678334895423e-10,1.5976942981682972e-10,2616.3527950499856,2845.6303907208408
fine,2,single,0.004,27.3,0.000269085815157603,7.467986144522164e-05,6.406517563629574e-10,6.390777192673189e-10,2616.403016640129,2845.630390720842
fine,3,single,0.008,27.3,0.0002690877559936263,0.00014935010981886567,2.581487779671019e-09,2.5563108770692755e-09,2616.6039030007005,2845.630390720843
fine,4,single,-0.004,27.3,0.000269085815157603,-7.467986144522164e-05,6.406517563629574e-10,6.390777192673189e-10,2616.403016640129,2845.630390720842
fine,5,counter,0.004,27.3,0.0002690858074091405,6.748021243520175e-05,6.329032938468156e-10,6.313381811586666e-10,2616.4085155336716,2845.6303907208408
fine,6,counter,-0.004,27.3,0.0002690858074091405,-6.748021243520175e-05,6.329032938468156e-10,6.313381811586666e-10,2616.4085155336716,2845.6303907208408
fine,0,single,0,27.400000000000002,0.00030859293300228123,0.0,0.0,0.0,2616.3360545197493,2845.6303907206297
fine,1,single,0.002,27.400000000000002,0.00030859309899369726,3.739169418994434e-05,1.6599141603335782e-10,1.6590715003895015e-10,2616.352795049796,2845.6303907206307
fine,2,single,0.004,27.400000000000002,0.00030859359797872455,7.478209755690277e-05,6.649764433216444e-10,6.636286001558006e-10,2616.40301663994,2845.630390720632
fine,3,single,0.008,27.400000000000002,0.0003085956090735676,0.00014955386834643233,2.6760712863878842e-09,2.6545144006232023e-09,2616.60390300051,2845.6303907206325
fine,4,single,-0.004,27.400000000000002,0.00030859359797872455,-7.478209755690277e-05,6.649764433216444e-10,6.636286001558006e-10,2616.40301663994,2845.630390720632
fine,5,counter,0.004,27.400000000000002,0.0003085935886220877,6.747439230181161e-05,6.556198064913005e-10,6.542803727520276e-10,2616.408515533482,2845.6303907206307
fine,6,counter,-0.004,27.400000000000002,0.0003085935886220877,-6.747439230181161e-05,6.556198064913005e-10,6.542803727520276e-10,2616.408515533482,2845.6303907206307
fine,0,single,0,27.5,0.00034757504235260404,0.0,0.0,0.0,2616.33605451956,2845.630390720419
fine,1,single,0.002,27.5,0.00034757521217971686,3.7442183550020016e-05,1.6982711282175975e-10,1.6975696726178416e-10,2616.3527950496073,2845.6303907204206
fine,2,single,0.004,27.5,0.0003475757225028177,7.488297854957316e-05,6.801502136564823e-10,6.790278690471366e-10,2616.40301663975,2845.6303907204215
fine,3,single,0.008,27.5,0.0003475777764139611,0.00014975484848689377,2.734061357032632e-09,2.7161114761885466e-09,2616.6039030003203,2845.6303907204215
fine,4,single,-0.004,27.5,0.0003475757225028177,-7.488297854957316e-05,6.801502136564823e-10,6.790278690471366e-10,2616.40301663975,2845.6303907204215
fine,5,counter,0.004,27.5,0.00034757571189232057,6.748461201174283e-05,6.695397165292979e-10,6.684250625911436e-10,2616.4085155332928,2845.6303907204206
fine,6,counter,-0.004,27.5,0.00034757571189232057,-6.748461201174283e-05,6.695397165292979e-10,6.684250625911436e-10,2616.4085155332928,2845.6303907204206
fine,0,single,0,27.6,0.0003859651014287268,0.0,0.0,0.0,2616.3360545193714,2845.6303907202105
fine,1,single,0.002,27.6,0.00038596527209950265,3.74920670073637e-05,1.7067077585182153e-10,1.7061463241273167e-10,2616.352795049418,2845.6303907202105
fine,2,single,0.004,27.6,0.0003859657847849716,7.498263818721554e-05,6.833562448001727e-10,6.824585296509267e-10,2616.4030166395614,2845.6303907202114
fine,3,single,0.008,27.6,0.0003859678456178355,0.00014995330951661344,2.7441891086972883e-09,2.7298341186037067e-09,2616.60390300013,2845.6303907202114
fine,4,single,-0.004,27.6,0.0003859657847849716,-7.498263818721554e-05,6.833562448001727e-10,6.824585296509267e-10,2616.4030166395614,2845.6303907202114
fine,5,counter,0.004,27.6,0.0003859657733006306,6.751011557903218e-05,6.718719038154713e-10,6.709812023812078e-10,2616.4085155331036,2845.6303907202096
fine,6,counter,-0.004,27.6,0.0003859657733006306,-6.751011557903218e-05,6.718719038154713e-10,6.709812023812078e-10,2616.4085155331036,2845.6303907202096
fine,0,single,0,27.7,0.00042369771758238317,0.0,0.0,0.0,2616.3360545191817,2845.6303907199995
fine,1,single,0.002,27.7,0.0004236978854492256,3.754154297519637e-05,1.6786684244258013e-10,1.6782477189280637e-10,2616.352795049229,2845.6303907200004
fine,2,single,0.004,27.7,0.00042369838955537024,7.508147211088983e-05,6.719729870739884e-10,6.712990875712255e-10,2616.403016639372,2845.6303907200017
fine,3,single,0.008,27.7,0.000423700413553506,0.0001501500332339179,2.695971122832364e-09,2.685196350284902e-09,2616.6039029999397,2845.6303907200013
fine,4,single,-0.004,27.7,0.00042369838955537024,-7.508147211088983e-05,6.719729870739884e-10,6.712990875712255e-10,2616.403016639372,2845.6303907200017
fine,5,counter,0.004,27.7,0.0004236983776032726,6.755156287472946e-05,6.60020889450743e-10,6.593532333492832e-10,2616.408515532913,2845.6303907199995
fine,6,counter,-0.004,27.7,0.0004236983776032726,-6.755156287472946e-05,6.60020889450743e-10,6.593532333492832e-10,2616.408515532913,2845.6303907199995
fine,0,single,0,27.8,0.0004607086180322893,0.0,0.0,0.0,2616.336054518993,2845.63039071979
fine,1,single,0.002,27.8,0.00046070877890887625,3.759058735059327e-05,1.608765869544164e-10,1.6084834522465694e-10,2616.3527950490397,2845.63039071979
fine,2,single,0.004,27.8,0.00046070926187713533,7.517943074749947e-05,6.438448460358362e-10,6.433933808986278e-10,2616.4030166391826,2845.6303907197907
